Name,Phone,Email,Address,Latitude,Longitude,Gender,DOB,Helps
Jasmine Johnson,009.796.0707,vanessa53@hotmail.com,"63947 Michelle Vista Apt. 950, Gainesville, FL",29.63364,-82.308174,Female,1970-04-27,Information;Mental Health;Evacuation;Collection
Harry Ramirez,389.583.2542,ymills@brock.com,"34479 Chris Creek Suite 794, Gainesville, FL",29.65657,-82.391636,Other,1952-03-05,Life Skills;Drills;Medication
Carl Roberts,274-691-1364x65677,hernandezbenjamin@lawson.com,"363 Robert Square Apt. 971, Gainesville, FL",29.638111,-82.302562,Male,1961-06-06,Triage;Counseling;Construction;Documentation;Security;Drills
David Jones,502.420.0231,tyrone50@jackson-fields.com,"842 Keller Courts, Gainesville, FL",29.621763,-82.334326,Other,1973-09-07,Communication;Lost & Found;First Aid;Job Aid;Crowd Control
Dwayne Hester,841-575-9714,tmartinez@hotmail.com,"47643 Sydney Keys Apt. 149, Gainesville, FL",29.669661,-82.305014,Male,1995-05-29,Waste Removal;Follow-up;Medical;Triage;Helpline
Colton Clark,001-398-803-7152x1763,douglasferrell@hotmail.com,"604 Young Fork Apt. 786, Gainesville, FL",29.653889,-82.357359,Male,1993-07-07,Language Help;Crowd Control;Resource Sharing
Richard Clarke,9749917967,sspencer@hotmail.com,"18458 Diane Walks Suite 979, Gainesville, FL",29.671712,-82.363323,Other,1974-04-12,Resource Sharing;Alerts;Water;Language Help;Construction;Follow-up;Recruitment
Mason Dunn,+1-446-144-8395,qmiller@torres-may.info,"298 Jenny Squares Suite 567, Gainesville, FL",29.635492,-82.37895,Other,1974-08-30,Life Skills;Supplies;Contacts;Awareness;Blood Donation;Recruitment
Michael Hansen,(572)487-8433x21921,johnsoncindy@harvey-curtis.org,"8579 Nathaniel Knoll Apt. 964, Gainesville, FL",29.642115,-82.338074,Female,1995-03-27,Legal;Psych Support;Debris Removal;Drills;Lost & Found;Clothing;Information
Katherine James,+1-797-102-4198,nharvey@yahoo.com,"8640 Robert Meadows Apt. 711, Gainesville, FL",29.637295,-82.324089,Female,1980-08-31,Construction;Equipment;Evacuation;Assessment;Triage;Communication;Recovery
Paula Charles,638.343.8083x14955,snyderwilliam@medina.com,"960 Matthew Knolls Suite 225, Gainesville, FL",29.628342,-82.350899,Male,1992-06-30,Helpline;Clearance;Hygiene;Medical;Follow-up;Job Aid
Tyler Castro,+1-935-588-7534x5760,trujillojay@cook-savage.info,"606 Adams Port Suite 878, Gainesville, FL",29.658424,-82.301963,Male,2000-06-20,Documentation;Medication;Relief;Assessment;Clean-up
Savannah Ballard,(221)290-3347,vhenry@mendez.com,"87555 Christopher Union, Gainesville, FL",29.627784,-82.329162,Other,1980-07-12,Medical Camps;Clothing;Insurance;Helpline
Ruth Williams,(455)656-8149,pevans@mason.com,"9587 Miles Trail Apt. 527, Gainesville, FL",29.649165,-82.397999,Other,1956-05-06,Temporary Shelter;Follow-up;Rescue;Counseling;Contacts;Coordination
Kevin Butler,712-609-3085x903,robertroberts@gordon.com,"255 Frederick Terrace Suite 165, Gainesville, FL",29.624539,-82.382255,Other,1949-10-14,Temporary Shelter;Housing;Clean-up;Alerts;Coordination
David Swanson,(788)341-7441x77460,lnewton@hotmail.com,"21201 Jason Course, Gainesville, FL",29.676551,-82.384856,Male,1969-05-20,Support;Follow-up;Coordination;Relocation;Blood Donation
Thomas Spencer,(515)573-5640x205,donald14@yahoo.com,"5392 Eric Ranch Suite 338, Gainesville, FL",29.669623,-82.341249,Other,1995-10-24,Collection;Mental Health;Equipment;Insurance;Crowd Control;Temporary Schools;Counseling
Vanessa Stephens,(448)619-4956x10722,robinlee@hotmail.com,"7971 Tanner Manor, Gainesville, FL",29.666073,-82.328826,Male,1974-06-27,Medical Camps;Debris Removal;Crowd Control
Christopher Rich,(254)858-0341,parktommy@hotmail.com,"7702 Hopkins Crescent, Gainesville, FL",29.6217,-82.342055,Male,1965-05-26,Emergency Kits;Toolkits;Needs Assessment;Medical;Hazard Map
Nicole Michael,(050)626-9153,youngamy@gonzalez.net,"84096 Susan Creek, Gainesville, FL",29.677415,-82.304568,Male,1950-04-23,Shelter;Hazard Map;Documentation;Legal;Construction
Steven Carr,001-293-965-8008,oarias@thomas.com,"3701 Morris Brook Suite 467, Gainesville, FL",29.644109,-82.318818,Male,1989-11-17,Documentation;Transport;Debris Removal
Christopher Scott,001-821-322-6503,seth91@hotmail.com,"3411 Adams Ways Suite 602, Gainesville, FL",29.621717,-82.352155,Female,1985-07-09,School;Recruitment;Health Kits
Brandon Bennett,1937814142,chaneybrian@yahoo.com,"8638 Benjamin Forges Apt. 683, Gainesville, FL",29.65094,-82.311253,Male,1968-12-04,Cash Aid;Power Supply;Job Aid
Justin Conner,001-939-649-4905x07328,xreed@gmail.com,"5917 Trevor Junctions Apt. 120, Gainesville, FL",29.654853,-82.381524,Other,1979-01-31,Rebuild;Follow-up;Security;Recruitment;Medication;Food
Andrew Hanson,+1-378-250-5672x058,samuel39@gmail.com,"25374 Mitchell Overpass, Gainesville, FL",29.662148,-82.381924,Male,1984-07-15,Documentation;Drills;Mental Health;Toolkits;Temporary Shelter;Financial;Pet Care
Patricia Blair,637.559.1144,fking@gmail.com,"301 Mejia Knolls Suite 423, Gainesville, FL",29.635789,-82.321194,Male,1990-09-02,Job Aid;Documentation;Alerts;Drills;Relief
Shawn Stewart,007-635-6004,lori54@thompson.com,"5077 Little Club Suite 784, Gainesville, FL",29.624266,-82.312699,Female,1997-04-23,Resource Sharing;Trauma Support;Awareness;Remapping;Legal
Erin Coleman,6588190972,calebsmith@carr.com,"915 Edwards Hills Suite 171, Gainesville, FL",29.64519,-82.331785,Female,1964-10-22,Temporary Shelter;Damage Reports;Power Supply;Debris Removal
Renee Bishop,1479114494,njackson@graham.info,"197 Thornton Ferry Suite 509, Gainesville, FL",29.620987,-82.387538,Male,1987-09-25,Food;First Aid;Documentation;Water;Alerts;Lost & Found;Triage
Brittany Black,044.547.8729,lewisdoris@gmail.com,"2127 Thomas Locks Suite 490, Gainesville, FL",29.630135,-82.331967,Female,2000-08-16,Clean-up;Housing;Medical;Training;Documentation;Collection
Jennifer Porter DDS,145.867.3129x658,jodiwest@moore.com,"6460 Brandon Extensions, Gainesville, FL",29.659338,-82.397084,Other,1955-11-03,First Aid;Power Supply;Sandbags;Trauma Support
Mark Wright,(751)698-2308x095,sarahuynh@johnson-boyer.info,"55753 Kelly Stream Apt. 426, Gainesville, FL",29.630183,-82.344832,Other,2001-10-23,Awareness;Coordination;Life Skills;Contacts;Counseling;Trauma Support;Training
Justin Russell,+1-831-752-9578x816,kallen@gmail.com,"88431 Thomas Walks Suite 079, Gainesville, FL",29.621312,-82.345156,Female,1957-02-15,Construction;Relocation;Coordination
Michael Nelson,115-669-2841x7347,josephsarah@gmail.com,"278 Marcus Springs Suite 023, Gainesville, FL",29.651856,-82.341527,Male,2006-06-29,Collection;Sandbags;Job Aid;Housing
Elizabeth Galvan,556-300-1913x861,egriffin@gmail.com,"85016 Avila Circle, Gainesville, FL",29.653386,-82.354206,Other,1990-05-17,Housing;Security;Job Aid;Power Supply;Triage;Life Skills
Laurie Dean,001-036-279-3151x665,pauladyer@hotmail.com,"24858 Margaret Prairie Suite 064, Gainesville, FL",29.650019,-82.324934,Male,2004-02-20,Insurance;Rebuild;Communication;Recruitment
Julia Lucas,999.536.8728,gcortez@gmail.com,"33454 Richard Vista Apt. 622, Gainesville, FL",29.67085,-82.312885,Male,1983-07-29,Training;Childcare;Legal;Medical
Christine Hill,001-001-400-9259x1810,fstevens@yahoo.com,"5066 Jefferson Station Suite 761, Gainesville, FL",29.64342,-82.348544,Male,1986-04-20,Hazard Map;Communication;Resource Sharing;Documentation
Gina Campos,001-569-290-1530x2302,dbuck@gmail.com,"13071 Martha Islands, Gainesville, FL",29.634384,-82.353719,Female,1963-05-17,School;Communication;Follow-up;Trauma Support
Juan Ryan,624-134-0432,teresa21@yahoo.com,"2076 Nelson Manor Suite 827, Gainesville, FL",29.63177,-82.383844,Female,1987-08-25,Information;Sandbags;Transport;Triage;Vaccination;Waste Removal
Laura Riggs,001-953-463-0718x97770,kingemily@robertson-hawkins.com,"29611 Stafford Court, Gainesville, FL",29.676759,-82.352806,Male,1971-09-15,Equipment;Hygiene;Construction
Desiree Nguyen,851-186-8043x9958,tjackson@yahoo.com,"902 Lopez Drive, Gainesville, FL",29.630424,-82.316522,Male,1974-03-06,Rebuild;Sandbags;Triage;First Aid;Resource Sharing;Vaccination;Cash Aid
Robert Andrews,001-552-724-8819x275,mason39@dunlap.com,"1201 Edwards Haven, Gainesville, FL",29.63658,-82.323755,Male,1979-06-07,Housing;Childcare;Transport
Cody Bennett,700.904.6486x54079,brenda14@gmail.com,"119 Katelyn Greens, Gainesville, FL",29.622161,-82.352123,Female,1971-10-07,Clearance;Construction;Financial;Relocation;Hygiene;Collection
James Schmidt,+1-082-418-9933,gsutton@stewart.org,"0618 Cole Avenue Apt. 550, Gainesville, FL",29.662281,-82.393451,Male,1997-12-12,Relief;Helpline;Babysitting;Financial
Andrew Taylor,978.412.9753,juliebaker@stewart.com,"1954 Greg Shore, Gainesville, FL",29.635333,-82.308917,Other,2006-06-18,Waste Removal;Clean-up;First Aid;Training;Damage Reports;Cash Aid
Isaac Morales,967-503-9035x808,daniellemorse@hotmail.com,"08953 Herrera Forges, Gainesville, FL",29.657497,-82.36174,Female,2000-09-25,Equipment;Childcare;Waste Removal;Clothing;Needs Assessment
Alexis Lin,2335005350,simpsonjohn@anderson.com,"0362 William Tunnel, Gainesville, FL",29.621929,-82.363208,Other,1964-10-19,Information;Coordination;Power Supply;Clean-up;Assessment
James Stone,001-811-463-2545,lynchamanda@ibarra.org,"353 Denise Brook Apt. 278, Gainesville, FL",29.662537,-82.317258,Female,1958-05-24,Recovery;Documentation;Job Aid
Cynthia George,(261)588-2893,kent59@sanchez.com,"019 Avila Meadows Suite 086, Gainesville, FL",29.634204,-82.33094,Male,1960-07-11,Insurance;Emergency Kits;Medication;Counseling;Follow-up
Amber Cooper,0845058596,jacob04@hubbard-miller.biz,"94396 Webb Trail Apt. 114, Gainesville, FL",29.633177,-82.394663,Female,1984-08-10,Translation;Coordination;School
Lee Rodriguez,(147)161-0402x9627,claytonlisa@nichols.org,"27004 Rachel Islands, Gainesville, FL",29.621937,-82.332588,Male,1984-06-09,Housing;Contacts;Sandbags;Medication;Recovery
Rachel Fox PhD,+1-979-055-9788x70846,moorejoshua@hotmail.com,"998 Tammy View Suite 304, Gainesville, FL",29.675518,-82.386653,Male,1959-04-01,Temporary Shelter;Language Help;Clean-up;Medication
Timothy Snyder,(743)490-6102,fharris@yahoo.com,"455 Lisa Pass, Gainesville, FL",29.653528,-82.36919,Other,1954-07-24,Food Packs;Psych Support;Needs Assessment
Gerald Le,(094)097-0784x7043,twhitehead@jones.com,"2985 Robert Wall Suite 534, Gainesville, FL",29.623642,-82.332902,Male,1990-08-06,Legal;Construction;Security;Recruitment
Lisa Bennett,6889903817,michael36@hotmail.com,"215 Wu Court, Gainesville, FL",29.63763,-82.395087,Male,1985-08-19,Shelter;Communication;Rebuild;Housing;Drills;Rescue;Relocation
Edward Thomas,7329296480,laurenaguilar@hill.com,"689 Michael Dam Apt. 408, Gainesville, FL",29.627107,-82.331556,Other,2002-10-25,Sandbags;Sanitation;Assessment
Gina Cochran,209.532.3347x452,michellekramer@hotmail.com,"73872 Andrew Ville Suite 561, Gainesville, FL",29.64897,-82.341897,Male,1949-07-21,Rescue;Remapping;Drills;Lost & Found;Babysitting;Psych Support;Shelter
Desiree Diaz,6494947487,zblake@craig.org,"5043 Susan Keys, Gainesville, FL",29.669009,-82.339021,Male,1955-12-21,Support;Trauma Support;Training;Psych Support
Nicholas Wong,+1-670-136-9581x3893,vasquezpamela@hall.info,"98206 Oconnell Ridge Suite 148, Gainesville, FL",29.676203,-82.39419,Male,1976-02-19,Financial Aid;Crowd Control;Collection
Daniel Hernandez,(163)766-9938x8116,jeremyhiggins@moore.com,"539 Lawrence Shore Apt. 278, Gainesville, FL",29.654433,-82.370743,Male,1979-11-14,Sandbags;Medical;Financial;Health Kits;Hazard Map;Helpline;Alerts
Matthew Duncan,3798815760,jonathanmoore@yahoo.com,"31462 Hernandez Inlet Apt. 674, Gainesville, FL",29.638593,-82.393514,Other,1968-09-25,Sandbags;Health Kits;Evacuation;Counseling;Housing;Waste Removal
Valerie Harrison,815.660.0718x4894,jamie32@yahoo.com,"924 Thomas Mill, Gainesville, FL",29.65609,-82.333547,Other,1966-11-16,Trauma Support;Transport;Psych Support
Jennifer Jones,+1-200-910-4177x7093,jessicawhite@acevedo-barr.biz,"4160 Barron Park Apt. 466, Gainesville, FL",29.648105,-82.378511,Female,1951-06-06,Hygiene;Water;Coordination;Construction;Financial Aid
William Franco,(914)447-6873x84163,annaporter@yahoo.com,"9068 Martin Inlet, Gainesville, FL",29.636999,-82.306638,Male,1954-01-28,Trauma Support;Crowd Control;Water;Equipment
Melissa Vaughn DVM,533-256-5107,moorekelly@torres.com,"5752 Jennifer Ridges Suite 415, Gainesville, FL",29.624949,-82.315642,Female,1969-12-21,Language Help;Clean-up;Pet Care;Waste Removal;Cash Aid;Medication
Micheal Moore,(484)449-5872,smithlarry@hotmail.com,"59738 Shaffer Island Suite 738, Gainesville, FL",29.650407,-82.355789,Male,2002-08-06,Equipment;Contacts;Emergency Kits;Power Supply
Nicholas Osborn,001-606-730-0524x5647,gthompson@yahoo.com,"959 Hernandez Roads, Gainesville, FL",29.66081,-82.308237,Other,2002-10-01,Contacts;Pet Care;Rebuild
Matthew Smith,804.539.7295x0297,lnichols@gmail.com,"102 Chavez Rapids, Gainesville, FL",29.639906,-82.340794,Female,1952-08-21,Supplies;Construction;Counseling;Financial Aid;Waste Removal;Communication
Aaron Kim,(557)792-3048x9938,ufox@hansen-west.com,"3987 Carrie Canyon Suite 695, Gainesville, FL",29.635295,-82.309244,Male,1983-11-19,Recovery;Training;Information;Hazard Map;Cash Aid;Support
Susan Waller,110.548.1028x880,james90@allen.com,"174 Yang Port, Gainesville, FL",29.648469,-82.373416,Male,2001-07-15,Evacuation;Relief;Temporary Schools
Stephen Clark,+1-395-796-3836x318,robincross@yahoo.com,"2383 Gonzalez Roads Suite 784, Gainesville, FL",29.671953,-82.31885,Other,1951-11-04,First Aid;Training;Recovery;Medical Camps;Medical
Diana Bird,1321936671,rcochran@hanson-good.com,"3384 Smith Causeway, Gainesville, FL",29.667666,-82.340078,Female,2000-08-31,Toolkits;Lost & Found;Food Packs;Job Aid
Austin Maxwell,447.693.2144x55890,david32@gross.com,"138 Abigail Rue, Gainesville, FL",29.676615,-82.303521,Other,1976-08-24,Coordination;Helpline;Mental Health;Information;Sanitation;Debris Removal;Toolkits
Richard Howell,(472)771-5265x968,rebekah29@gmail.com,"84758 Mcguire Ridge Suite 599, Gainesville, FL",29.653392,-82.381936,Other,1959-08-26,Security;Damage Reports;Power Supply;Drills
Lisa Garrett,+1-775-542-1085x3984,elliottmichelle@gmail.com,"86201 Smith Port, Gainesville, FL",29.650589,-82.357515,Male,2001-01-03,Supplies;Helpline;Life Skills;Collection;Waste Removal;Temporary Shelter;Clean-up
Jonathan Miller,757.417.0409x666,rebecca93@sharp.biz,"750 Burns Brook, Gainesville, FL",29.644187,-82.386521,Other,2002-08-18,Training;Legal;Crowd Control;Transport
Gloria Huerta,702.100.5826x849,arichmond@king-rivera.biz,"9907 Jacobs Mission, Gainesville, FL",29.627869,-82.379436,Male,2005-10-16,Babysitting;Water;Documentation;Counseling;Rebuild;Hazard Map;Trauma Support
Casey Shelton PhD,001-741-491-6347x58116,tommymeza@gmail.com,"652 Williams Knolls, Gainesville, FL",29.649995,-82.32847,Other,1966-06-06,Waste Removal;Clean-up;Follow-up
Mr. Michael Neal,254.827.5719x7745,raymond46@jackson.net,"520 Smith Rue Suite 090, Gainesville, FL",29.664279,-82.343507,Other,1959-10-06,Remapping;Housing;Drills;Resource Sharing;Helpline
Kimberly Patel,(508)756-0059x0518,roberto20@hotmail.com,"116 Michelle Glens Suite 023, Gainesville, FL",29.628513,-82.393395,Other,1968-04-05,Supplies;Psych Support;Financial
Dylan Salazar,001-018-807-3556x64093,bhart@hubbard.com,"802 Rice Way Suite 093, Gainesville, FL",29.634028,-82.327139,Male,1994-05-29,Transport;Needs Assessment;Documentation;Crowd Control
Patricia Choi,(052)039-4925,johnsonjohnny@mendoza.com,"4664 Samantha Curve Suite 259, Gainesville, FL",29.658297,-82.38396,Other,1999-04-16,Contacts;Hazard Map;Financial Aid;Cash Aid;Food;Childcare
Jennifer Ross,001-717-932-8026x2320,laura19@hotmail.com,"097 William Bridge, Gainesville, FL",29.634646,-82.331438,Other,1997-11-12,Construction;Counseling;Food Packs
Gary Walton,534-446-8789x253,qluna@martinez.com,"29931 Ball Circles Apt. 017, Gainesville, FL",29.674527,-82.390717,Female,1986-03-10,Waste Removal;Sanitation;Medical;Construction;Crowd Control
Melissa Johnson,001-408-691-6532x00293,vasquezamy@smith.net,"6315 Richard Squares, Gainesville, FL",29.679392,-82.321336,Male,1974-06-02,Trauma Support;Helpline;Damage Reports;Clearance;Evacuation;Recruitment
Michael Ellis,(908)916-7513x7061,fcombs@hotmail.com,"88207 Johnson Plaza, Gainesville, FL",29.655264,-82.345753,Female,1985-01-18,Mental Health;Medication;Shelter;Rescue;Language Help;Temporary Schools;Trauma Support
Matthew Hunter,840.871.0286x480,millerlaura@vaughn.com,"28153 Morgan Vista, Gainesville, FL",29.653501,-82.322108,Male,2003-01-29,Clearance;Childcare;Documentation;Legal;Hygiene
Nathan Montes,(351)561-1807x61646,bushjennifer@barajas.org,"250 Paul Mews Apt. 332, Gainesville, FL",29.621883,-82.331814,Female,1956-02-22,Clothing;Drills;Legal;Blood Donation;Temporary Shelter
Amy Mckinney,9898002292,leecatherine@hotmail.com,"986 Henderson Plain Apt. 394, Gainesville, FL",29.636395,-82.332701,Male,1974-07-30,Pet Care;Relief;Supplies;Medical Camps;First Aid;Recruitment
Tara Byrd,+1-714-004-2695,ngarza@davis.org,"3227 Black Manor Apt. 896, Gainesville, FL",29.674117,-82.334181,Male,1982-02-25,Transport;Debris Removal;Trauma Support;Communication;Needs Assessment;Temporary Shelter;Medical Camps
Jamie Navarro,163-316-1808x3290,pricedenise@hotmail.com,"490 Amanda Key Suite 832, Gainesville, FL",29.661265,-82.343473,Male,1968-07-02,Hazard Map;Recovery;Counseling;Transport;Legal;Collection
Justin Duffy,001-922-903-0278x92639,hlopez@richardson-moore.com,"255 Hernandez Forest Apt. 428, Gainesville, FL",29.657051,-82.336865,Male,1969-05-05,Alerts;Sandbags;Awareness;Assessment
Jeremy Bryant,+1-244-463-9645,scottwilson@hotmail.com,"8869 Ferguson Isle, Gainesville, FL",29.676719,-82.318082,Male,1997-11-15,Communication;Recruitment;Mental Health;Collection;First Aid
Brandon Holland,310.214.0611x69263,yjackson@yahoo.com,"535 Cindy Garden, Gainesville, FL",29.679821,-82.384188,Male,1962-04-02,Debris Removal;Training;Clean-up;Blood Donation;Triage;Support
Suzanne Nolan,001-770-238-5898x059,juliamoore@gmail.com,"8965 Laura Square, Gainesville, FL",29.667841,-82.347857,Female,1952-06-07,Security;Hygiene;School;Sandbags;Trauma Support
Sara Mitchell,704.953.7638,christine90@dalton.com,"95091 Christine Shore Suite 600, Gainesville, FL",29.656704,-82.316692,Male,2003-04-28,Alerts;Shelter;Rescue;Waste Removal
John Evans,(210)429-4322x655,flemingkimberly@johnson.com,"9348 Davis Curve, Gainesville, FL",29.623288,-82.302065,Male,1986-10-17,Crowd Control;Damage Reports;Debris Removal;Medication
Larry Coleman,001-733-119-5596x63416,victoria40@yahoo.com,"323 Becky Neck Apt. 953, Gainesville, FL",29.658225,-82.362428,Male,2005-06-18,Food Packs;Lost & Found;Emergency Kits;Clearance;Blood Donation
Joshua Velasquez,+1-351-592-8615,adam18@shelton-gardner.com,"779 Joseph Fords, Gainesville, FL",29.623167,-82.36422,Other,1970-09-21,Equipment;Clothing;Legal;Construction;Debris Removal
Ryan Thompson,001-717-257-3476x4619,sjohnson@sanchez.com,"6467 Mary Turnpike, Gainesville, FL",29.662282,-82.372449,Female,1968-06-01,Coordination;Pet Care;Collection
William Keller,027-625-2822x895,dreynolds@mcmillan-mejia.org,"2717 Christopher Square Suite 191, Gainesville, FL",29.627351,-82.321499,Other,1977-05-23,Information;Follow-up;Trauma Support;Awareness;Pet Care;Collection;Toolkits
Brandon Young,(573)202-7425x29729,mjohnson@benson.net,"18113 Christopher Tunnel, Gainesville, FL",29.626005,-82.32096,Male,1995-11-09,Life Skills;Lost & Found;Information;Pet Care;Coordination;Hazard Map;Psych Support
Allison Herrera,389.137.2824x37021,iraymond@brown.com,"395 Wade Street, Gainesville, FL",29.630661,-82.366239,Female,1962-01-23,Evacuation;Awareness;Recruitment;Needs Assessment;Damage Reports;Drills
Daniel Jones,(978)680-9057x5500,patrickwarren@barber.biz,"655 Fisher Street, Gainesville, FL",29.655748,-82.312771,Other,2003-05-14,Toolkits;Rebuild;Psych Support;Emergency Kits;Alerts;Clean-up;Damage Reports
Christopher Roberts,001-793-966-9649,townsendmeagan@gmail.com,"049 Kari Run, Gainesville, FL",29.620999,-82.398208,Male,1995-01-30,Insurance;Training;Drills;Equipment;Clearance;Needs Assessment;Relief
Theresa Abbott,855.953.0381x841,oyoung@sanchez-williams.com,"24919 Mills Neck Apt. 896, Gainesville, FL",29.644558,-82.322568,Male,1988-10-18,Power Supply;Childcare;Recruitment;Life Skills;Relief;Mental Health
John Todd,172-520-5703x089,youngjohn@henderson.org,"051 Velez Cliffs, Gainesville, FL",29.675917,-82.3488,Other,1950-02-03,Temporary Shelter;Resource Sharing;Documentation;School
Donna Lewis,001-092-233-9300,mcguirecatherine@hotmail.com,"3992 Lester Fields Suite 349, Gainesville, FL",29.64182,-82.342071,Female,1997-07-05,Supplies;Food;School;Equipment;Toolkits
Robert Johnston,(512)139-4254,kimberly40@yahoo.com,"39168 Hall Fort Apt. 222, Gainesville, FL",29.649727,-82.345784,Male,1951-09-06,Transport;Rebuild;Recovery
William Travis,464.196.2705x9641,cortezjulie@hotmail.com,"25523 Ramirez Circles Suite 256, Gainesville, FL",29.636263,-82.35618,Female,1966-06-09,Remapping;Counseling;Food;Relief;School;Rescue
Sheryl Carr,455.341.1389x63730,calebharris@yahoo.com,"2536 Tamara Spring, Gainesville, FL",29.674909,-82.38251,Female,1949-12-23,Information;Job Aid;Coordination;Crowd Control
Michelle Harrison,638.845.6547x142,brooke11@love.org,"71812 James Green Apt. 480, Gainesville, FL",29.66317,-82.301762,Other,1991-08-28,Collection;Legal;Emergency Kits;Trauma Support;Training;Supplies;Information
James Dean,598-066-7266x3916,christine86@gmail.com,"7393 Ramirez Via Suite 016, Gainesville, FL",29.653058,-82.310299,Female,2000-06-17,Medical Camps;Rebuild;Sandbags
Steve Silva,3971641522,olivia52@hotmail.com,"827 Carly Extension Suite 769, Gainesville, FL",29.659367,-82.340323,Male,1950-12-28,Food Packs;Shelter;Cash Aid;Alerts;Childcare
Blake Dickson,+1-780-614-9000x101,yorkjessica@valentine-reed.info,"671 Donald Pass Suite 370, Gainesville, FL",29.640392,-82.351669,Male,1997-05-14,Triage;Psych Support;Life Skills;Translation;Communication;Construction
Julie Bryant,317.764.9977x4640,johnstonlaura@yahoo.com,"74645 Raymond Views, Gainesville, FL",29.668851,-82.339499,Male,1951-09-03,Drills;Childcare;Transport;Sanitation;Crowd Control;Financial
Steve Martinez,616-529-1683x054,christinaarnold@davis.info,"70283 Margaret Summit, Gainesville, FL",29.678225,-82.353332,Male,1981-10-01,Medical;Financial;Relocation;Life Skills;Contacts;Childcare;Insurance
Kelly Ford,102.409.5188,chrishill@hodges.com,"593 Rodriguez Islands Apt. 588, Gainesville, FL",29.641598,-82.310905,Other,1966-10-03,Water;Hazard Map;Food
Kimberly Foster,171.033.9377x200,thomaskatherine@cox.info,"59039 Megan Meadows Apt. 901, Gainesville, FL",29.648934,-82.341165,Male,1963-11-07,Sanitation;Hazard Map;Alerts;Shelter
Catherine Blackburn,344.826.5899x5983,bjohnson@walls.net,"5556 Gary Field, Gainesville, FL",29.667068,-82.370837,Other,1957-01-16,Babysitting;Financial;Hygiene;Mental Health;Rebuild
Lawrence Martinez,(778)944-5023,mitchelljamie@hotmail.com,"7842 William Heights, Gainesville, FL",29.625177,-82.322635,Other,2005-03-10,Follow-up;Collection;Medical;Trauma Support
Kenneth Mcguire,(847)325-4594x00561,galvanerica@gmail.com,"1826 Francis Circles, Gainesville, FL",29.635346,-82.356473,Other,1963-10-25,Clean-up;Temporary Schools;Housing
Martha Hooper,+1-157-774-6405,smithcindy@yahoo.com,"05771 Deborah Squares, Gainesville, FL",29.620236,-82.324048,Other,1956-08-05,Support;Triage;Financial
Vanessa Nguyen,(768)158-4325x17331,juliehurst@wagner.net,"8366 Russell Street, Gainesville, FL",29.632655,-82.348749,Female,2002-08-30,Legal;Debris Removal;Shelter;Emergency Kits
Dr. John Fox,001-661-480-1389x909,kimberly55@hotmail.com,"25438 Gray Rapids, Gainesville, FL",29.652342,-82.330709,Male,1983-08-25,Training;Trauma Support;Remapping
